fecha,barrio,estrato,consumo_energia_kwh,consumo_agua_m3,consumo_gas_m3,reclamaciones,interrupciones,duracion_promedio_interrupciones,estado_medidor,tecnico_asignado,consumo_sospechoso,fraude_detectado,lectura_estimada
2023-01-01,La SierrA,1,219.73713224089863,18.617356988288154,19.53381976670485,1,0,50.23029856408026,,,,0,no
2023-01-01,la sierra,5,202.323303376011,30.105152848065266,10.933853061835396,1,1,29.748301928218524,bien,Laura Pérez,,0,sí
2023-01-01,La siera,3,245.31560647610618,4.761240023841392,12.003677550766358,2,0,27.575931628808277,bien,Carlos Ruiz,,0,no
2023/01/01,El Prado,4,384.75904248302345,23.94233021879601,15.855534156558758,1,3,29.84564337907547,,,No,0,no
2023/01/01,el prado,2,203.2827201009746,13.644402597253606,7.849134637270815,1,1,33.38244613602479,bien,Juan C.,,0,no
2023-01-01,Norte Centro Histórico,6,78.79047088618863,30.91992264357671,34.448191290867086,3,3,46.936397242823176,mal calibrado,,,0,no
2023-01-01,Norte-Centro Histórico,6,99.27317257079139,4.167057864631126,20.415902917835773,1,1,29.618583383370403,bien,Laura Pérez,No,0,no
2023-01-01,Las Nieves,5,226.56982357704314,28.877484595933574,21.26032631076133,0,0,42.54997797244736,,María G.,,0,no
2023-01-01,las nieves,6,59.34773683620138,30.996469757848203,13.755875151105414,3,1,30.896166913136994,mal calibrado,,,0,sí
2023-01-01,Ciudadela 20 de Julio,6,257.837082700463,27.95595463895942,25.468039770184316,2,0,38.3818125199332,bien,Juan C.,sí,0,no
2023-01-01,San José,3,66.49996331268778,30.42491617339421,21.324727434380897,1,1,35.1900033106215,bien,Juan C.,no,0,no
2023-01-01,San josé,6,163.0270862630699,15.731312059602772,18.510138320673637,2,3,46.58186652932028,bien,Carlos Ruiz,,0,no
2023-01-01,Los Andes,3,123.83575248981181,16.723378534022316,12.255242928074896,2,1,20.364850518678814,,María G.,,0,no
2023-01-01,Los andes,5,148.35868387357652,17.10863143530058,18.170554285734568,2,0,33.33939091648935,bien,Laura Pérez,,0,no
2023-01-01,Rebolo,5,178.51593563906877,3.2649537800977697,7.492277158950397,0,1,,bien,Laura Pérez,,0,no
2023-01-01,rebolo,1,100.59310564774476,18.076390352188774,17.110831396335286,1,1,46.42822814515021,,María G.,,0,no
2023-01-01,Me Quejo,4,240.15464261494193,27.91031947043047,8.634287816436828,3,0,30.06567517796673,bien,María G.,,0,no
2023-01-01,me quejo,1,253.85300866735622,37.06604953678462,21.115125909447656,0,1,24.37696286273895,mal calibrado,Laura Pérez,,0,no
2023-02-01,La SierrA,1,217.88739445081453,10.80575765766197,25.849540835122774,1,0,31.43254974231806,bien,Carlos Ruiz,no,0,no
2023-02-01,la sierra,4,224.48974388271722,30.43860610918658,,2,0,40.26448161334696,bien,Juan C.,,1,no
2023-02-01,La siera,1,64.79668418529616,31.907272561136402,24.09577769985141,4,0,26.328538439504467,bien,María G.,,0,no
2023-02-01,El Prado,1,198.10306155990997,28.47401432576639,16.2238310839403,2,1,22.83145107640761,bien,Carlos Ruiz,,0,no
2023-02-01,el prado,4,272.6876463205923,11.793176816482895,21.743632904710253,2,0,39.12780926936498,,Juan C.,,0,no
2023-02-01,Norte Centro Histórico,3,108.83884562995814,11.841897150345616,,5,1,41.25667347765006,bien,Carlos Ruiz,,0,no
2023-02-01,Norte-Centro Histórico,1,111.42739548669739,9.291075019388877,18.377306906702298,4,4,26.53206281931595,,Juan C.,,0,no
2023-02-01,Las Nieves,6,58.812222025130836,15.534850479329789,20.994791560264307,1,3,35.58208718446,,,,0,no
2023-02-01,las nieves,6,88.56237617355015,23.577873603482832,18.92549168457764,3,4,49.37356328333527,bien,Carlos Ruiz,,0,no
2023-02-01,Ciudadela 20 de Julio,2,180.58450981925057,33.30881327972085,21.91741827352878,3,0,30.146364521708964,bien,,,0,sí
2023-02-01,San José,3,186.5499311509058,43.146585666735085,1.929143651857764,2,0,30.280681342105666,bien,Juan C.,,0,no
2023-02-01,San josé,4,267.1160477573893,20.642800190954627,7.455786554494857,2,0,35.45571839903814,mal calibrado,Laura Pérez,sí,0,no
2023-02-01,Los Andes,6,127.87197219153464,41.439440893253256,19.437433156226078,3,1,27.074792615672994,bien,María G.,,0,no
2023-02-01,Los andes,2,170.8210846826481,25.04987278980457,21.06028635919085,1,0,38.177670324371185,bien,Juan C.,,0,no
2023-02-01,Rebolo,3,51.02181542603813,29.453816900875673,23.864847987610126,3,1,27.692585967703465,dañado,Carlos Ruiz,,0,no
2023-02-01,rebolo,5,123456.0,17.62608038793331,28.10403976330613,0,1,32.4743184860684,bien,María G.,,0,no
2023-02-01,Me Quejo,6,80.17734544281204,36.32411303931635,4.989010354275571,1,1,46.63163752154959,dañado,,,0,no
2023-02-01,me quejo,2,180.81864488156697,10.18491348952049,18.234724319842897,0,1,41.471626967870435,mal calibrado,,,0,no
2023-03-01,La SierrA,4,190.08758622592234,1.0262301751134224,23.963785331742244,4,2,30.135672339476393,,Laura Pérez,,0,sí
2023-03-01,la sierra,3,196.6078609028576,28.849904671866653,11.748291759485225,0,1,38.57015485965047,mal calibrado,Juan C.,,0,no
2023-03-01,La siera,4,124.56723237914767,28.995998754332508,17.151096646136267,3,3,47.77664895788425,bien,Laura Pérez,,0,no
2023-03-01,El Prado,6,,3000.0,18.829681668190265,4,3,32.97807347566106,bien,Laura Pérez,,1,no
2023-03-01,el prado,1,160.8620161704196,28.53974711067856,13.102716763980203,5,0,28.86905317091622,bien,Juan C.,sí,0,no
2023-03-01,Norte Centro Histórico,5,272.6488698800054,27.91662693962936,19.368838719365087,0,1,41.2834550926428,mal calibrado,Juan C.,,0,no
2023-03-01,Norte-Centro Histórico,1,12.798580109577642,37.70431516566718,12.836352435621547,0,0,43.03813051376258,bien,Laura Pérez,,0,no
2023-03-01,Las Nieves,4,229.10730731803397,33.57880788099988,11.96687615168208,2,0,37.03822727527467,bien,María G.,,0,no
2023-03-01,las nieves,3,272.3483470727139,15.226182694246791,10.35040789686904,0,2,48.601113662481715,bien,,,0,no
2023-03-01,Ciudadela 20 de Julio,4,,16.97675757923692,14.968060197067926,1,0,38.227185603380896,mal calibrado,María G.,,0,sí
2023-03-01,San José,4,113.82152451581416,25.193465142411725,25.729172391018043,2,1,35.69652664518879,mal calibrado,María G.,,0,no
2023-03-01,San josé,4,258.6803445086772,24.736273877275647,,3,1,35.54350577938571,dañado,Laura Pérez,,0,no
2023-03-01,Los Andes,2,171.12544514963918,,21.83416388536772,2,1,27.40867338446302,,Carlos Ruiz,,0,no
2023-03-01,Los andes,2,192.0315029180966,23.417559757771595,28.133195874511202,3,4,42.00242953362419,mal calibrado,Juan C.,,0,no
2023-03-01,Rebolo,4,169.416044484603,19.263888842080938,13.024451677089523,2,1,33.85460154747382,,Laura Pérez,,0,sí
2023-03-01,rebolo,5,279.0253049578769,4.055723412056329,10.80437483932359,0,5,31.869762917835594,bien,Juan C.,,0,no
2023-03-01,Me Quejo,3,52.070122197001396,6.314098844581428,18.74844266982643,3,1,36.148614682138955,,,No,0,no
2023-03-01,me quejo,6,304.1010283786377,21.699729029073083,23.07271630499919,3,0,41.45375949585147,dañado,María G.,,0,no
2023-04-01,La SierrA,1,99999.0,10.350765394198955,19.802360219989076,1,0,17.691268962344328,dañado,Juan C.,,0,sí
2023-04-01,la sierra,2,295.54710335854486,28.86063560246153,14.04045525270703,3,3,34.852817413650634,,María G.,,0,no
2023-04-01,La siera,2,243.71243437570612,17.186148934489136,3.3471476266349462,3,0,38.66598246096848,bien,,,1,no
2023-04-01,El Prado,3,104.80961709381158,14.861330826633065,7.585505346777339,3,0,26.845009267115113,bien,Laura Pérez,,0,no
2023-04-01,el prado,5,135.27796054129146,5.65911130767476,13.65927023260695,2,0,40.145889906905396,dañado,Laura Pérez,,0,no
2023/04/01,Norte Centro Histórico,1,276.370805806066,28.5135426460051,10.657453942251136,2,1,19.84808937801448,bien,Carlos Ruiz,,0,no
2023-04-01,Norte-Centro Histórico,1,289.349941395562,36.449677135012834,13.256747723105352,0,0,40.765569630557664,bien,Carlos Ruiz,,0,no
2023-04-01,Las Nieves,3,204.9000123634829,50.78880808455238,22.83702438004204,0,1,26.894941530207813,bien,,,0,no
2023-04-01,las nieves,5,107.6366492970343,18.13094877439591,14.665463858385234,1,0,51.871416350725646,,Carlos Ruiz,no,0,no
2023-04-01,Ciudadela 20 de Julio,2,250.53118055595604,19.920273586833826,,0,1,49.79944138890026,bien,María G.,,0,no
2023-04-01,San José,4,144.759635290118,35.820381829637796,12.283515671418101,2,0,28.31598031696732,bien,Laura Pérez,,0,no
2023-04-01,San josé,2,-10.0,21.27365478537156,12.47004012401116,1,0,32.615066326159415,bien,Juan C.,,0,no
2023-04-01,Los Andes,3,132.60848606089047,11.36009230320184,15.339651395613789,2,2,,bien,Juan C.,,0,no
2023-04-01,Los andes,5,113.52399068711698,,10.96260068602167,1,2,42.55391225825756,bien,Carlos Ruiz,,0,no
2023-04-01,Rebolo,3,254.64097123106797,12.382650842721805,11.048100977112975,2,0,24.97953276371266,bien,María G.,,0,no
2023-04-01,rebolo,3,58.05675734640063,27.977363145786345,7.026007899870821,2,0,37.67742665703261,bien,Carlos Ruiz,,0,no
2023-04-01,Me Quejo,4,131.84250568828924,27.602510946353604,,4,0,36.69729284390374,bien,María G.,,0,no
2023-04-01,me quejo,4,187.15151353165194,24.880440793787493,26.06093866552641,1,1,31.815214893496606,bien,María G.,,0,no
2023-05-01,La SierrA,1,154.47543831469255,25.434831529637776,22.244446489564194,3,1,28.235869795159616,bien,Carlos Ruiz,,0,no
2023-05-01,la sierra,3,1.5736073899288954,30.515930406716663,9.095185264281705,1,1,43.92410819815211,mal calibrado,María G.,,0,no
2023-05-01,La siera,1,187.6496356711514,11.151840580820151,17.008588828570087,3,2,36.81866255058495,bien,Juan C.,No,0,no
2023-05-01,El Prado,4,199.8576469040269,15.406391004597559,9.051089413746457,2,3,47.86974963849594,bien,Juan C.,no,0,no
2023-05-01,el prado,1,144.4289953403488,15.725920575505246,11.131479586570961,4,0,24.41614597152948,,Laura Pérez,,0,no
2023-05-01,Norte Centro Histórico,1,138.96685000228678,21.705942035808633,20.848957788449326,3,1,32.971537803298475,,Laura Pérez,,0,no
2023-05-01,Norte-Centro Histórico,3,183.7532347960207,37.82163618536079,19.131922333432517,2,1,50.93186626639397,,,,0,no
2023-05-01,Las Nieves,5,139.1027458855052,10.103951797414192,14.119491559302464,2,3,29.11913173685447,mal calibrado,Carlos Ruiz,,0,no
2023-05-01,las nieves,4,0.0,30.70996467205255,,0,0,29.171993985870024,bien,Juan C.,,0,no
2023-05-01,Ciudadela 20 de Julio,6,248.17971912242143,0.0,13.390842999875293,2,0,41.281400134806695,bien,Laura Pérez,,0,no
2023-05-01,San José,4,89.9664793802489,,13.956743332893291,1,2,53.48956094945345,,,,0,no
2023-05-01,San josé,6,270.12520236382056,17.311113094451695,7.254318638808307,0,2,35.13929291912946,bien,María G.,,0,no
2023-05-01,Los Andes,6,178.06999303119974,21.980847607678548,13.989477116532402,1,0,60.699268396903335,bien,Carlos Ruiz,sí,0,sí
2023-05-01,Los andes,3,91.43164363199828,33.88582269040288,0.0,2,0,37.898422641684675,,Laura Pérez,,0,no
2023-05-01,Rebolo,5,159.61429853021085,18.501220332375382,18.694353326521625,2,0,39.85315996560453,bien,Laura Pérez,,0,no
2023-05-01,rebolo,3,118.18662861812233,19.107788244063297,15.209885441690105,1,1,35.98745777637335,dañado,Juan C.,sí,0,no
2023-05-01,Me Quejo,6,169.57238832102334,25.004775194206324,7.6271889554850265,1,0,42.10959968203491,dañado,Carlos Ruiz,,0,no
2023-05-01,me quejo,6,215.5410649188832,16.3903383418092,23.115308623549737,2,1,18.302208279315998,dañado,Carlos Ruiz,,0,no
2023-06-01,La SierrA,3,321.1749547410175,7.584987690508775,9.285862136616082,2,1,14.18070592116278,,Juan C.,,0,no
2023/06/01,la sierra,4,315.71650946320307,22.110174672026183,14.323008216907253,1,3,31.36387787786144,dañado,,,0,no
2023-06-01,La siera,1,175.44435010231462,23.078017688920593,3.0288212514036204,2,3,18.704070140236727,,Juan C.,,0,no
2023-06-01,El Prado,6,224.14909242476006,40.05574045639953,20.02314105855135,2,0,51.20533445165877,dañado,Laura Pérez,sí,0,no
2023-06-01,el prado,1,305.6395708208911,9.962421084366293,18.572074727076263,3,0,40.17659020469123,mal calibrado,Carlos Ruiz,,0,no
2023-06-01,Norte Centro Histórico,3,121.94049494772275,21.867667644770783,9.712319473526742,1,0,48.41311919700135,mal calibrado,Laura Pérez,,0,no
2023-06-01,Norte-Centro Histórico,2,,11.162222111357314,19.01776871441173,4,0,17.46426282091313,mal calibrado,Juan C.,,0,no
2023-06-01,Las Nieves,4,228.60534914650867,4.80820017013823,14.962644704143358,3,0,28.412311742186432,mal calibrado,,,0,no
2023-06-01,las nieves,1,177.20092076024306,37.7080063563551,10.611230595485628,3,0,53.12448557996929,bien,María G.,,0,no
2023-06-01,Ciudadela 20 de Julio,3,38.970645690316786,31.441352026164182,5.764564776038162,5,1,32.73754780991324,bien,,,0,no
2023-06-01,San José,1,57.87585106418028,19.42095092662215,20.729393142469778,0,1,36.33847654246,mal calibrado,María G.,,0,no
2023-06-01,San josé,4,176.8355876914676,999.0,15.198228632913228,2,1,35.297561394957455,mal calibrado,María G.,,0,no
2023-06-01,Los Andes,6,96.60121006182891,32.77926829238165,13.172809227272431,2,0,36.349847208196884,bien,Juan C.,,0,no
2023-06-01,Los andes,6,249.42120193367106,22.830322053952163,5.5537550000213365,0,1,40.85503460858579,bien,Laura Pérez,,0,no
2023-06-01,Rebolo,3,186.58271914203394,30.654803750653514,11.378980849297395,5,1,49.0934744018558,bien,,,0,no
2023-06-01,rebolo,6,146.38505463233142,17.182153911394927,5.58884642276006,1,0,25.813480535158018,dañado,Juan C.,,0,no
2023-06-01,Me Quejo,2,25.305735911395175,7.926041683536255,7.505953442259829,2,1,41.82623236457146,bien,María G.,,0,no
2023-06-01,me quejo,5,176.04290322780537,26.748194921666038,7.140945849063909,4,1,38.82409746184051,bien,Carlos Ruiz,,0,no
2023-07-01,La SierrA,3,138.59730792734206,14.010756034406644,18.887637717648357,1,4,28.771295035767164,,,,0,no
2023-07-01,la sierra,5,293.6403398391884,14.292537062505238,9.1735109882704,2,1,39.71415556386404,dañado,Juan C.,,0,no
2023-07-01,La siera,4,112.79119371333293,21.646978274371406,12.462254824304463,0,5,40.83800376156291,dañado,Carlos Ruiz,,0,no
